Sentence,Aspect,Polarity
"bù lại mình đã vét sạch cái bát cơm_chiên hạt dẻo mẩy béo mầm trộn đều sạch_bách vs em bí_ngô bé xinh mà đầy ự nấm xào mộc_nhĩ , rau củ béo ngậy thơm_lừng nạa sạch_sẽ k còn tí gì lun í kể_cả là hạt cơm hay miếng bí .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
"nhân_viên ok nhất , mình thấy hơi nóng mình có nhờ bạn nv chỉnh nhiệt_độ máy_lạnh và còn cung_cấp thêm cái quạt lạnh , bạn ấy lại hỏi ' mấy chị thấy mát hơn chưa ạ ' cưng dễ_sợ .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
"nước_chấm ngon , thịt nướng ngon , ướp vừa vị .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
mình đc bạn gth loại đồ uống từ tofu vs cookie khá ổn .,"['DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","[{'DRINKS#STYLE&OPTIONS': 'neutral'}, {'DRINKS#QUALITY': 'positive'}]"
"mình không ăn bánh hẹ , còn lại mình lấy đủ .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"giá_cả ly ts trân_châu to oạch như hình chỉ , ổn hơn nhiều so với các tiệm ts khác hiện_nay .","['DRINKS#STYLE&OPTIONS', 'DRINKS#PRICES']","[{'DRINKS#STYLE&OPTIONS': 'positive'}, {'DRINKS#PRICES': 'positive'}]"
"lúc mình lại thì chỉ có bàn , sau đó đông ơi là đông hôm_nay quán đổi menu lớn luôn rồi nè .","['RESTAURANT#MISCELLANEOUS', 'RESTAURANT#GENERAL']","[{'RESTAURANT#MISCELLANEOUS': 'positive'}, {'RESTAURANT#GENERAL': 'neutral'}]"
"burger bò to đung giá , vỏ bánh mềm , thịt bò không quá khô , ăn tạm ổn .","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#PRICES': 'neutral'}, {'FOOD#QUALITY': 'positive'}]"
"sốt chọn sốt bbq , sốt bơ với sốt rượu_vang .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
mình thích nhất là bánh toast bông lan trứng muối .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
cá mới ròn làm_sao .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
mà tính ra với view và vị_trí này thì giá không đắt đâu nha .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
"trước mình hay order bánh chocolate lava về nhà và ăn rất ngon , khi cắt ra nhân trà xanh và chocolate tan chảy .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
"nói_chung mình rất ưng_ý , luôn trung_thành với sasin , sẽ ghé lại thường_xuyên vì đây là món yêu thích của mình hehe .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"vị_trí siêu đẹp , decor cũng ổn nhưng nhiều sạn lắm nè .","['AMBIENCE#GENERAL', 'LOCATION#GENERAL']","[{'AMBIENCE#GENERAL': 'positive'}, {'LOCATION#GENERAL': 'positive'}]"
"nước cam uống thì hơi nhạt , so với giá k ly thì hơi mắc .","['DRINKS#QUALITY', 'DRINKS#PRICES']","[{'DRINKS#QUALITY': 'negative'}, {'DRINKS#PRICES': 'negative'}]"
người tầm nhưng tại mình kêu hơi lố nên ăn siêu no .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
mình là fan cuồng đồ chiên nên hay tới quầy này chứ thạt sự không hài_lòng lắm .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'negative'}]
"sốt tiêu đen làm dậy vị của thịt bì , thơm và cay nồng .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
do có app meete nên được buy get nè .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
phần sườn miếng cũng vừa nhiều thịt tẩm ướp vừa vị .,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
"kem cheese thì cũng nhiều chắc cốc to hơn nên nhiều cheese hơn chăng , vị ngon lắm , nhưng tan hơi nhanh .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
"đi ăn nên đi ít_nhất từ hai người nhá mọi người , người đứng xếp_hàng , người tranh_thủ giữ bàn không là không có chỗ để ăn .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'neutral'}]
"vị_trí nổi_bật , không_gian rộng_rãi , sáng và bắt_mắt .","['AMBIENCE#GENERAL', 'LOCATION#GENERAL']","[{'AMBIENCE#GENERAL': 'positive'}, {'LOCATION#GENERAL': 'positive'}]"
"nhân_viên nhiệt_tình , hỏi_han xem có vừa_ý không .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
"không đâu tệ như ở đây , khi khách nào line hết đồ_ăn không báo , gọi thịt thì phút chưa thấy đâu , gọi món nóng thì sắp tính tiền mới mang ra .","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","[{'RESTAURANT#GENERAL': 'negative'}, {'SERVICE#GENERAL': 'negative'}]"
một điểm trừ nữa là combo chỉ có chút_ít salad từ dưa_chuột với cà_chua .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'negative'}]
cơ_sở này gần các trường đh nên luôn thấy bóng_dáng các bạn trẻ vào mua mì trộn với mua sữa nha .,['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
"mấy ly này là mình order qua deliverynow , bạn nào muốn uống nhiều thì bảo là đừng bỏ đá thì gong cha cũng đổ trà sữa đầy ly cho mình luôn , về mua đá bỏ vô thêm uống thả dàn .",['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'positive'}]
"xong không_gian thì nói_chung cũng rộng_rãi cơ_mà hôm mình đi là cuối tuần nên cũng đông dã_man , còn phải ghép bàn rồi ồn_ào các kiểu nói_chung k thoải_mái .","['AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","[{'AMBIENCE#GENERAL': 'negative'}, {'RESTAURANT#GENERAL': 'negative'}]"
loại đế bánh ăn ko khác nhau mấy theo mình thấy vậy .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'neutral'}]
vị_trí nằm ngay mặt đường thái hà .,['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
rưới nước sốt và ếch vào cháo trộn lên ăn ngon thực_sự luôn .,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
"thấy quán có khá nhiều chi_nhánh nên mình cũng tò_mò ghé thử , mình gọi một mì tomyum , mì kim chi và mì xào .","['FOOD#STYLE&OPTIONS', 'RESTAURANT#GENERAL']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'RESTAURANT#GENERAL': 'positive'}]"
"bánh này thì full sầu_riêng nhé , nhân bùi_, ngậy và ngọt vị sầu_riêng , nhưng không phải kiểu ngọt quá đâu .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
nước uống thì sprite và soda chanh đường .,['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'neutral'}]
o bán cháo cực_kỳ vui_tính luôn .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
"thích nhất món gỏi bò , bê hầm đậu và lẩu hải_sản kim chi .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
cánh_gà bbq thơm mềm .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"vị rất tự_nhiên ko quá nồng của mùi hương và thanh , topping thì siu xuất_sắc cắt miếng nào thì dai , giòn miếng đó .","['DRINKS#QUALITY', 'FOOD#QUALITY']","[{'DRINKS#QUALITY': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
"bọn mình gọi trà_đào , hồng trà_sữa , trà nhài kem mặn và hồng trà kem mặn .",['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'neutral'}]
"tuy_nhiên điểm cộng là thịt_thà rộng_rãi , châm đều , món chiên ráo dầu và giòn .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
"cá hộp , xúc_xích hay chả ở đây bình_thường .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'neutral'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
tuy ly size s nhưng ống hút nhỏ nên uống thấy lâu hết dễ_sợ .,"['RESTAURANT#MISCELLANEOUS', 'DRINKS#STYLE&OPTIONS']","[{'RESTAURANT#MISCELLANEOUS': 'negative'}, {'DRINKS#STYLE&OPTIONS': 'positive'}]"
"lần sau quyết vẫn trung_thành với alisa oloong và aiyu thoyyy , chừa rồi .",['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'neutral'}]
"quán nhỏ , giữ xe trước quán rất ít , nếu khách đông sẽ phải chạy tuốt ra chỗ khác gởi xe rồi đi bộ về quán , đúng là hàm nghi có khác .","['AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","[{'AMBIENCE#GENERAL': 'negative'}, {'RESTAURANT#MISCELLANEOUS': 'negative'}]"
nhưng_mà vậy mình cũng thấy ổn rồi .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"vị_trí nằm trên mặt_phố triệu việt vương , rất dễ tìm .",['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'positive'}]
nước sốt cũng đặc_biệt và lạ_miệng .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
nv lịch_sự vui_vẻ hiếu_khách .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
món trà sữa oolong vị_thanh nhẹ_nhàng thơm mùi trà .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
"bánh_tráng trộn ngon , mềm_dẻo , có_điều hơi mắc tí , ăn xíu là hết hủ .","['FOOD#PRICES', 'FOOD#QUALITY']","[{'FOOD#PRICES': 'negative'}, {'FOOD#QUALITY': 'positive'}]"
"bạn mình oder cho mình món cheessy cheessy gồm bánh_mì nướng phủ phô_mai và hạt điều lên trên , ăn kèm với kem vani .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
vì đông nên hơi ồn .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'negative'}]
"vị ngon , hơi ngọt nên ai cũng ham ngọt nhớ giảm đg .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
sốt bbq vẫn là ngon nhất .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"chocolate ngọt ko gây ngán , cheese thì mặn mặn ngọt ngọt , bơ sữa thơm dịu còn caramel ăn vào cảm_giác tan trong miệng .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'FOOD#QUALITY': 'positive'}]"
vậy_mà mấy bạn làm đá bình_thường và vẫn đắng .,"['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","[{'DRINKS#QUALITY': 'negative'}, {'DRINKS#STYLE&OPTIONS': 'neutral'}]"
quán thường khá đông nên nếu đi theo nhóm thì không có chỗ gửi xe trước quán mà phải gửi sang bên vỉa_hè trường cao thắng .,"['RESTAURANT#GENERAL', 'RESTAURANT#MISCELLANEOUS']","[{'RESTAURANT#GENERAL': 'neutral'}, {'RESTAURANT#MISCELLANEOUS': 'negative'}]"
"rau cuốn là rau ăn cùng bánh_xèo luôn nên cảm_giác không được đã , không đủ vị , phần mắm_nêm chấm hơi loãng .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'negative'}, {'FOOD#QUALITY': 'negative'}]"
"giá_cả ko mắc cũng ko rẻ ,",['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
"mình order qua deli , tất_cả các ly đều chọn đá , công_ty mình cách tiệm , km , đến_nơi gần như đá tan hêt rồi .","['DRINKS#STYLE&OPTIONS', 'LOCATION#GENERAL']","[{'DRINKS#STYLE&OPTIONS': 'neutral'}, {'LOCATION#GENERAL': 'neutral'}]"
ở đây cho nhiều loại nước_chấm lắm nha .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
mình khá thích nơi này và hy_vọng lần sau sẽ có dịp tới đây ăn nữa .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"chả mềm , chắc là chả nhà làm , không có chất làm dai .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"đã vậy lên giá , mà bò thì cắt miếng nào miếng đó bự chác , nhai như dây thừng nữa .","['RESTAURANT#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'RESTAURANT#PRICES': 'negative'}, {'FOOD#QUALITY': 'negative'}, {'FOOD#STYLE&OPTIONS': 'negative'}]"
"nguyên nhóm ghé lúc chiều mát mát , kêu mâm gà nướng mẹt với cái lẩu gà tiềm ớt_hiểm , tổng_cộng con gà , ăn cả nhóm no xỉu luôn .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"hôm_nay thử phần chuck flap gr ăn thấy nó không thích bằng phần top blade gr , gr thôi .","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'FOOD#PRICES': 'neutral'}]"
"theo mình cảm_nhận thì hai món này cũng không ngon hơn top blade quá nhiều , mà giá lại mắc nữa , nên mình ăn cho biết thôi .","['FOOD#PRICES', 'FOOD#QUALITY']","[{'FOOD#PRICES': 'negative'}, {'FOOD#QUALITY': 'neutral'}]"
"mình đi tầm gần h tối , gửi xe ở hẻm kế juno và không phí nha mọi người .",['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
"bát_đĩa cũng cũ nốt , đĩa của mình còn bị nứt , ly thì dùng ly nhựa .",['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'negative'}]
nước lẩu thập_cẩm vị y_chang mước lẩu family_mart nhé bạn nào không quen ăn cay nên gọi ít cay .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"tương_ớt chả cay gì cả , ngọt hơn cả tương cà .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'negative'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
"nchung là thơm_phức cả một khoảng ở đó , giá thì mình thấy hợp_lí , bỏng ăn ngon , hạt nổ đều chứ k bị như cgv nhiều hạt còn_nguyên","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#PRICES': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
không_gian quầy order hơi nhỏ .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'negative'}]
xoài chua_ngọt ăn rất đã,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
trà earl grey thì có_lẽ không ngon bằng alisan t.t trân_châu trắng và milk foam thì bao_giờ cũng ngon .,"['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","[{'DRINKS#QUALITY': 'positive'}, {'DRINKS#STYLE&OPTIONS': 'neutral'}]"
điểm cộng nước_chấm ngon nhắm .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"không_gian mình không thích kiểu không_gian của quán , cảm_giác không sang nhưng cũng không thân_thiện .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'negative'}]
"tráng_miệng cũng đa_dạng , kem tươi , các loai nc ngọt , rau_câu , bánh su , bánh_quy , trái_cây .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
burger nhân kiểu mò_kim_đáy_bể .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'negative'}]
"và không_chỉ dừng lại ở đó , hình_thức bên trong đã là tuyệt_hảo , bên ngoài lại còn độc_đáo hơn .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"quán có nhiều chương_trình km , trà_thơm , chất_lượng ổn , giá cũng rẻ .","['RESTAURANT#MISCELLANEOUS', 'DRINKS#QUALITY', 'RESTAURANT#PRICES']","[{'RESTAURANT#MISCELLANEOUS': 'positive'}, {'DRINKS#QUALITY': 'positive'}, {'RESTAURANT#PRICES': 'positive'}]"
"sườn ướp mềm ngấm sốt , sốt kiểu ngòn_ngọt mặn mặn rất ngon luôn ý xong phủ thêm lớp phô_mai béo ngậy thích nhất món này trong combo luôn .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
"nem nướng ở đây mình thấy hơi ngán nên ít ăn , thường cho bạn luôn .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
khách cũng đông lắm nên trc khi đến phải đặt chỗ trc và đến đúng h .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'neutral'}]
nhân_viên ở đây là kiểu k them care khách luôn mà là như đi van_xin đồ_ăn ấy .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
"chú cá_chép kia là thạch , có thêm bông hoa sakura mằn_mặn bên trong .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
lần này quyết thử steak lover gr .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"trà sữa đá xay nghe lạ nhưng uống vào thật_sự mình hết_hồn , tưởng không ngon nhưng rất ngon nhé mặc_dù chỉ là trà sữa đá xay nghe bình_thường vậy thôi .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
"vị có tí chua cũng có tí ngọt nên làm cho ly xoài uống vị rất thanh , cực vừa_miệng .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
"há cảo thì hơi mặn xíu , chiên ăn vẫn ngon hơn hấp .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'neutral'}]
burger king vừa mở một cửa_hàng ở nguyễn_khánh toàn và đang có chương_trình burger giá này .,"['RESTAURANT#GENERAL', 'FOOD#PRICES', 'LOCATION#GENERAL']","[{'RESTAURANT#GENERAL': 'neutral'}, {'FOOD#PRICES': 'neutral'}, {'LOCATION#GENERAL': 'neutral'}]"
"bữa_nay đổi qua uống trà sữa trân_châu đen thử , cũng khá ngon nha , vị trà vừa_phải , trân_châu quá_chừng nhai mệt luôn , giá_cả thì ko có gì thay_đổi so với trước giờ .","['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS', 'DRINKS#PRICES']","[{'DRINKS#QUALITY': 'positive'}, {'DRINKS#STYLE&OPTIONS': 'positive'}, {'DRINKS#PRICES': 'neutral'}]"
giá k cho ổ bánh tròn đường_kính cm cũng khá rẻ .,['FOOD#PRICES'],[{'FOOD#PRICES': 'positive'}]
"miếng steak rất dày , nướng vừa đúng order là chính vừa , sốt tiêu ngon và hợp .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
mình có order phần sushi và thuyền sashimi .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"salad , bánh_mì và hành chiên thì mình thấy ko quá ấn_tượng .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"rạch sẽ , vệ_sinh , mát_mẻ .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
mình order size venti là .,['DRINKS#PRICES'],[{'DRINKS#PRICES': 'neutral'}]
"thì mình sẽ chọn kichi , đồ_ăn và cách phục_vụ khác hẳn , chuyên_nghiệp .","['SERVICE#GENERAL', 'FOOD#QUALITY']","[{'SERVICE#GENERAL': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
"thường mình sẽ gọi trà sữa early grey trân_châu trắng và trà bí_đao milkfoam , trà sữa đường là ổn , nhưng trà bí_đao mặc_định lượng đường không đổi nên ngọt quá mức , bù lại mua size lớn thêm mấy k là uống no người luôn .","['DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","[{'DRINKS#STYLE&OPTIONS': 'positive'}, {'DRINKS#QUALITY': 'negative'}]"
đắt nhưng đáng để mua mình mua vào đợt discount hôm .,"['RESTAURANT#PRICES', 'RESTAURANT#MISCELLANEOUS']","[{'RESTAURANT#PRICES': 'negative'}, {'RESTAURANT#MISCELLANEOUS': 'positive'}]"
"về món ăn thì mình cảm_thấy các món rất hợp_khẩu vị , đặc_biệt là cái gì bò sốt muối ý , ngon xỉu .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
mình chưa bao_giờ thử toast mấy món tráng_miệng nhưng nhìn cũng có_vẻ hấp_dẫn .,['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'positive'}]
"không_gian không rộng lắm nha , cũng không đôg , sạch_sẽ tươm_tất trang_trí cũng khá ổn .","['AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","[{'AMBIENCE#GENERAL': 'neutral'}, {'RESTAURANT#GENERAL': 'positive'}]"
cả gia_đình mình ăn bữa tuy cũg khá nhiều tiền nhưg thấy cũng khá xứng_đáng với những gì nhận được .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
mình nghĩ ai thích ăn bò thì nên thử ở quán này .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'neutral'}]
quán rất đáng để thử nhaaa mọi người .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"tuy_nhiên , cơm chưa ngon , chưa dẻo hạt .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'neutral'}]
z pizza có cách chăm_sóc khách_hàng khá là mới_mẻ và sáng_tạo .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
mình gửi xe còn bị treo nhầm mũ của mình sang xe khác và nhân_viên trấn xe có nhân đạo .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
"gà có tẩm gia_vị sẵn nên k cần chấm tương_ớt , vừa cay cay vừa có vị pho mai lạ_lạ , ngon","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
vẫn trung_thành với kem phomai của toco .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
